@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
5329,'2025/11/05 13:13:06:367',31,0.285469,0.242377,0.62,0.33
5330,'2025/11/05 13:13:06:406',31,0.285276,0.242961,0.62,0.33
5331,'2025/11/05 13:13:06:448',31,0.285557,0.242527,0.62,0.33
5332,'2025/11/05 13:13:06:491',31,0.286038,0.243328,0.62,0.33
5333,'2025/11/05 13:13:06:529',31,0.286398,0.244247,0.62,0.33
5334,'2025/11/05 13:13:06:570',31,0.286607,0.243396,0.62,0.33
5335,'2025/11/05 13:13:06:614',31,0.286612,0.243065,0.62,0.33
5336,'2025/11/05 13:13:06:652',31,0.286708,0.24331,0.62,0.33
5337,'2025/11/05 13:13:06:695',31,0.286711,0.243082,0.62,0.33
5338,'2025/11/05 13:13:06:780',31,0.286542,0.243637,0.62,0.33
5339,'2025/11/05 13:13:06:818',31,0.286179,0.243496,0.62,0.33
5340,'2025/11/05 13:13:06:858',31,0.286374,0.243868,0.62,0.33
5341,'2025/11/05 13:13:06:899',31,0.286341,0.243762,0.62,0.33
5342,'2025/11/05 13:13:06:940',31,0.286442,0.243744,0.62,0.33
5343,'2025/11/05 13:13:06:980',31,0.28592,0.243949,0.62,0.33
5344,'2025/11/05 13:13:07:023',31,0.286195,0.243543,0.62,0.33
5345,'2025/11/05 13:13:07:064',31,0.286186,0.243812,0.62,0.33
5346,'2025/11/05 13:13:07:104',31,0.286283,0.243724,0.62,0.33
5347,'2025/11/05 13:13:07:146',31,0.286306,0.243483,0.62,0.33
5348,'2025/11/05 13:13:07:186',31,0.286264,0.242746,0.62,0.33
5349,'2025/11/05 13:13:07:226',31,0.286495,0.24305,0.62,0.33
5350,'2025/11/05 13:13:07:268',31,0.286368,0.242952,0.62,0.33
5351,'2025/11/05 13:13:07:309',31,0.286531,0.242426,0.62,0.33
5352,'2025/11/05 13:13:07:351',31,0.286486,0.242454,0.62,0.33
5353,'2025/11/05 13:13:07:437',31,0.286616,0.242652,0.62,0.33
5354,'2025/11/05 13:13:07:476',31,0.286707,0.242832,0.62,0.33
5355,'2025/11/05 13:13:07:512',31,0.286358,0.242708,0.62,0.33
5356,'2025/11/05 13:13:07:559',31,0.286441,0.24259,0.62,0.33
5357,'2025/11/05 13:13:07:592',31,0.286511,0.24286,0.62,0.33
5358,'2025/11/05 13:13:07:639',31,0.286483,0.242686,0.62,0.33
5359,'2025/11/05 13:13:07:678',31,0.286604,0.242851,0.62,0.33
5360,'2025/11/05 13:13:07:713',31,0.286853,0.242815,0.62,0.33
5361,'2025/11/05 13:13:07:762',31,0.286393,0.242279,0.62,0.33
5362,'2025/11/05 13:13:07:804',31,0.287162,0.242464,0.62,0.33
5363,'2025/11/05 13:13:07:843',31,0.287105,0.24289,0.62,0.33
5364,'2025/11/05 13:13:07:886',31,0.287353,0.243177,0.62,0.33
5365,'2025/11/05 13:13:07:926',31,0.28687,0.242875,0.62,0.33
5366,'2025/11/05 13:13:07:969',31,0.287222,0.243262,0.62,0.33
5367,'2025/11/05 13:13:08:048',31,0.287107,0.243423,0.62,0.33
5368,'2025/11/05 13:13:08:089',31,0.287213,0.243245,0.62,0.33
5369,'2025/11/05 13:13:08:129',31,0.286648,0.243358,0.62,0.33
5370,'2025/11/05 13:13:08:170',31,0.286745,0.24316,0.62,0.33
5371,'2025/11/05 13:13:08:208',31,0.286758,0.243219,0.62,0.33
5372,'2025/11/05 13:13:08:255',31,0.286747,0.243264,0.62,0.33
5373,'2025/11/05 13:13:08:293',31,0.286416,0.243256,0.62,0.33
5374,'2025/11/05 13:13:08:334',31,0.285896,0.244044,0.62,0.33
5375,'2025/11/05 13:13:08:374',31,0.285647,0.244588,0.62,0.33
5376,'2025/11/05 13:13:08:417',31,0.285537,0.2446,0.62,0.33
5377,'2025/11/05 13:13:08:457',31,0.285444,0.244963,0.62,0.33
5378,'2025/11/05 13:13:08:499',31,0.285719,0.244739,0.62,0.33
5379,'2025/11/05 13:13:08:541',31,0.285562,0.244004,0.62,0.33
5380,'2025/11/05 13:13:08:581',31,0.285396,0.243925,0.62,0.33
5381,'2025/11/05 13:13:08:665',31,0.285566,0.243753,0.62,0.33
5382,'2025/11/05 13:13:08:705',31,0.285364,0.243072,0.62,0.33
5383,'2025/11/05 13:13:08:745',31,0.285182,0.243732,0.62,0.33
5384,'2025/11/05 13:13:08:785',31,0.285117,0.244516,0.62,0.33
5385,'2025/11/05 13:13:08:825',31,0.285143,0.245022,0.62,0.33
5386,'2025/11/05 13:13:08:869',31,0.285329,0.244586,0.62,0.33
5387,'2025/11/05 13:13:08:909',31,0.28551,0.245054,0.62,0.33
5388,'2025/11/05 13:13:08:951',31,0.286193,0.24542,0.62,0.33
5389,'2025/11/05 13:13:08:992',31,0.286241,0.245531,0.62,0.33
5390,'2025/11/05 13:13:09:031',31,0.286564,0.244922,0.62,0.33
5391,'2025/11/05 13:13:09:072',31,0.286832,0.245164,0.62,0.33
5392,'2025/11/05 13:13:09:116',31,0.2867,0.24419,0.62,0.33
5393,'2025/11/05 13:13:09:154',31,0.286789,0.243584,0.62,0.33
5394,'2025/11/05 13:13:09:195',31,0.286683,0.24308,0.62,0.33
5395,'2025/11/05 13:13:09:235',31,0.285894,0.243471,0.62,0.33
5396,'2025/11/05 13:13:09:320',31,0.285827,0.243864,0.62,0.33
5397,'2025/11/05 13:13:09:362',31,0.285864,0.244068,0.62,0.33
5398,'2025/11/05 13:13:09:401',31,0.286078,0.244537,0.62,0.33
5399,'2025/11/05 13:13:09:441',31,0.286519,0.244375,0.62,0.33
5400,'2025/11/05 13:13:09:486',31,0.286381,0.243541,0.62,0.33
5401,'2025/11/05 13:13:09:520',31,0.28619,0.242497,0.62,0.33
5402,'2025/11/05 13:13:09:565',31,0.285643,0.242357,0.62,0.33
5403,'2025/11/05 13:13:09:605',31,0.285885,0.242854,0.62,0.33
5404,'2025/11/05 13:13:09:645',31,0.285894,0.243715,0.62,0.33
5405,'2025/11/05 13:13:09:686',31,0.286543,0.244105,0.62,0.33
5406,'2025/11/05 13:13:09:728',31,0.286365,0.243994,0.62,0.33
5407,'2025/11/05 13:13:09:768',31,0.286634,0.243843,0.62,0.33
5408,'2025/11/05 13:13:09:812',31,0.286257,0.243213,0.62,0.33
5409,'2025/11/05 13:13:09:849',31,0.286106,0.24355,0.62,0.33
5410,'2025/11/05 13:13:09:935',31,0.286202,0.243009,0.62,0.33
5411,'2025/11/05 13:13:09:975',31,0.286192,0.242538,0.62,0.33
5412,'2025/11/05 13:13:10:015',31,0.286149,0.242206,0.62,0.33
5413,'2025/11/05 13:13:10:058',31,0.285855,0.241653,0.62,0.33
5414,'2025/11/05 13:13:10:097',31,0.285853,0.24151,0.62,0.33
5415,'2025/11/05 13:13:10:137',31,0.285854,0.241873,0.62,0.33
5416,'2025/11/05 13:13:10:180',31,0.285704,0.24172,0.62,0.33
5417,'2025/11/05 13:13:10:220',31,0.286358,0.242003,0.62,0.33
5418,'2025/11/05 13:13:10:260',31,0.285985,0.241862,0.62,0.33
5419,'2025/11/05 13:13:10:304',31,0.285876,0.241758,0.62,0.33
5420,'2025/11/05 13:13:10:342',31,0.285833,0.242116,0.62,0.33
5421,'2025/11/05 13:13:10:379',31,0.285602,0.241328,0.62,0.33
5422,'2025/11/05 13:13:10:426',31,0.285363,0.24158,0.62,0.33
5423,'2025/11/05 13:13:10:467',31,0.285536,0.241493,0.62,0.33
5424,'2025/11/05 13:13:10:507',31,0.285255,0.241087,0.62,0.33
5425,'2025/11/05 13:13:10:593',31,0.285024,0.240485,0.62,0.33
5426,'2025/11/05 13:13:10:625',31,0.285254,0.241143,0.62,0.33
5427,'2025/11/05 13:13:10:673',31,0.284818,0.240693,0.62,0.33
5428,'2025/11/05 13:13:10:712',31,0.28511,0.241328,0.62,0.33
5429,'2025/11/05 13:13:10:746',31,0.285006,0.240905,0.62,0.33
5430,'2025/11/05 13:13:10:796',31,0.284925,0.24092,0.62,0.33
5431,'2025/11/05 13:13:10:834',31,0.285011,0.241258,0.62,0.33
5432,'2025/11/05 13:13:10:876',31,0.285185,0.241407,0.62,0.33
5433,'2025/11/05 13:13:10:921',31,0.285033,0.241619,0.62,0.33
5434,'2025/11/05 13:13:10:953',31,0.284922,0.241715,0.62,0.33
5435,'2025/11/05 13:13:11:002',31,0.28491,0.241565,0.62,0.33
5436,'2025/11/05 13:13:11:043',31,0.284395,0.241277,0.62,0.33
5437,'2025/11/05 13:13:11:081',31,0.284448,0.241899,0.62,0.33
5438,'2025/11/05 13:13:11:122',31,0.284263,0.241903,0.62,0.33
5439,'2025/11/05 13:13:11:207',31,0.284284,0.241722,0.62,0.33
5440,'2025/11/05 13:13:11:247',31,0.284213,0.241402,0.62,0.33
5441,'2025/11/05 13:13:11:287',31,0.283574,0.241309,0.62,0.33
5442,'2025/11/05 13:13:11:326',31,0.283247,0.241108,0.62,0.33
5443,'2025/11/05 13:13:11:365',31,0.283505,0.240928,0.62,0.33
5444,'2025/11/05 13:13:11:410',31,0.283521,0.240961,0.62,0.33
5445,'2025/11/05 13:13:11:451',31,0.283327,0.241033,0.62,0.33
5446,'2025/11/05 13:13:11:491',31,0.28304,0.240996,0.62,0.33
5447,'2025/11/05 13:13:11:534',31,0.283227,0.241428,0.62,0.33
5448,'2025/11/05 13:13:11:575',31,0.283169,0.241622,0.62,0.33
5449,'2025/11/05 13:13:11:615',31,0.283094,0.24149,0.62,0.33
5450,'2025/11/05 13:13:11:654',31,0.283132,0.241684,0.62,0.33
5451,'2025/11/05 13:13:11:697',31,0.283567,0.242093,0.62,0.33
5452,'2025/11/05 13:13:11:737',31,0.283799,0.24213,0.62,0.33
5453,'2025/11/05 13:13:11:779',31,0.283799,0.241979,0.62,0.33
5454,'2025/11/05 13:13:11:862',31,0.283898,0.242103,0.62,0.33
5455,'2025/11/05 13:13:11:903',31,0.284171,0.242961,0.62,0.33
5456,'2025/11/05 13:13:11:939',31,0.284466,0.242805,0.62,0.33
5457,'2025/11/05 13:13:11:983',31,0.284309,0.242448,0.62,0.33
5458,'2025/11/05 13:13:12:025',31,0.28436,0.242476,0.62,0.33
5459,'2025/11/05 13:13:12:066',31,0.284609,0.242356,0.62,0.33
5460,'2025/11/05 13:13:12:106',31,0.284826,0.242401,0.62,0.33
5461,'2025/11/05 13:13:12:148',31,0.284951,0.242623,0.62,0.33
5462,'2025/11/05 13:13:12:189',31,0.285142,0.241124,0.62,0.33
5463,'2025/11/05 13:13:12:229',31,0.285062,0.241711,0.62,0.33
5464,'2025/11/05 13:13:12:270',31,0.285058,0.243375,0.62,0.33
5465,'2025/11/05 13:13:12:311',31,0.285119,0.243782,0.62,0.33
5466,'2025/11/05 13:13:12:352',31,0.284647,0.2432,0.62,0.33
5467,'2025/11/05 13:13:12:391',31,0.284831,0.242533,0.62,0.33
5468,'2025/11/05 13:13:12:479',31,0.284568,0.241759,0.62,0.33
5469,'2025/11/05 13:13:12:519',31,0.285109,0.242412,0.62,0.33
5470,'2025/11/05 13:13:12:554',31,0.285372,0.242576,0.62,0.33
5471,'2025/11/05 13:13:12:599',31,0.28527,0.24208,0.62,0.33
5472,'2025/11/05 13:13:12:640',31,0.285215,0.242314,0.62,0.33
5473,'2025/11/05 13:13:12:679',31,0.284812,0.24251,0.62,0.33
5474,'2025/11/05 13:13:12:722',31,0.28436,0.243564,0.62,0.33
5475,'2025/11/05 13:13:12:761',31,0.284561,0.243503,0.62,0.33
5476,'2025/11/05 13:13:12:803',31,0.28454,0.242951,0.62,0.33
5477,'2025/11/05 13:13:12:843',31,0.284564,0.241502,0.62,0.33
5478,'2025/11/05 13:13:12:884',31,0.284664,0.241144,0.62,0.33
5479,'2025/11/05 13:13:12:927',31,0.284594,0.240999,0.62,0.33
5480,'2025/11/05 13:13:12:963',31,0.28446,0.241259,0.62,0.33
5481,'2025/11/05 13:13:13:004',31,0.28446,0.241729,0.62,0.33
5482,'2025/11/05 13:13:27:516',32,0.192421,0.22665,0.62,0.27
5483,'2025/11/05 13:13:27:564',32,0.192795,0.227987,0.62,0.27
5484,'2025/11/05 13:13:27:602',32,0.193373,0.229153,0.62,0.27
5485,'2025/11/05 13:13:27:644',32,0.194028,0.230172,0.62,0.27
5486,'2025/11/05 13:13:27:688',32,0.195117,0.230151,0.62,0.27
5487,'2025/11/05 13:13:27:768',32,0.19507,0.229665,0.62,0.27
5488,'2025/11/05 13:13:27:809',32,0.195301,0.230283,0.62,0.27
5489,'2025/11/05 13:13:27:847',32,0.195907,0.229856,0.62,0.27
5490,'2025/11/05 13:13:27:890',32,0.196518,0.2308,0.62,0.27
5491,'2025/11/05 13:13:27:929',32,0.196894,0.230832,0.62,0.27
5492,'2025/11/05 13:13:27:971',32,0.19723,0.230806,0.62,0.27
5493,'2025/11/05 13:13:28:016',32,0.197694,0.231333,0.62,0.27
5494,'2025/11/05 13:13:28:056',32,0.197781,0.231199,0.62,0.27
5495,'2025/11/05 13:13:28:096',32,0.197711,0.231533,0.62,0.27
5496,'2025/11/05 13:13:28:137',32,0.198029,0.231291,0.62,0.27
5497,'2025/11/05 13:13:28:179',32,0.197943,0.231275,0.62,0.27
5498,'2025/11/05 13:13:28:218',32,0.197701,0.231059,0.62,0.27
5499,'2025/11/05 13:13:28:259',32,0.197895,0.231579,0.62,0.27
5500,'2025/11/05 13:13:28:304',32,0.198258,0.231599,0.62,0.27
5501,'2025/11/05 13:13:28:344',32,0.198213,0.229956,0.62,0.27
5502,'2025/11/05 13:13:28:426',32,0.197702,0.230091,0.62,0.27
5503,'2025/11/05 13:13:28:465',32,0.197946,0.230029,0.62,0.27
5504,'2025/11/05 13:13:28:505',32,0.197893,0.230063,0.62,0.27
5505,'2025/11/05 13:13:28:546',32,0.19771,0.229769,0.62,0.27
5506,'2025/11/05 13:13:28:587',32,0.197539,0.229725,0.62,0.27
5507,'2025/11/05 13:13:28:629',32,0.196927,0.230314,0.62,0.27
5508,'2025/11/05 13:13:28:670',32,0.196817,0.230109,0.62,0.27
5509,'2025/11/05 13:13:28:709',32,0.196991,0.230213,0.62,0.27
5510,'2025/11/05 13:13:28:753',32,0.196645,0.230036,0.62,0.27
5511,'2025/11/05 13:13:28:792',32,0.196556,0.229893,0.62,0.27
5512,'2025/11/05 13:13:28:833',32,0.1967,0.229832,0.62,0.27
5513,'2025/11/05 13:13:28:875',32,0.196573,0.230092,0.62,0.27
5514,'2025/11/05 13:13:28:916',32,0.196597,0.230009,0.62,0.27
5515,'2025/11/05 13:13:28:957',32,0.196292,0.230324,0.62,0.27
5516,'2025/11/05 13:13:29:042',32,0.196639,0.22987,0.62,0.27
5517,'2025/11/05 13:13:29:081',32,0.19685,0.230079,0.62,0.27
5518,'2025/11/05 13:13:29:120',32,0.196544,0.229021,0.62,0.27
5519,'2025/11/05 13:13:29:161',32,0.196755,0.229637,0.62,0.27
5520,'2025/11/05 13:13:29:203',32,0.196378,0.229693,0.62,0.27
5521,'2025/11/05 13:13:29:243',32,0.196328,0.229574,0.62,0.27
5522,'2025/11/05 13:13:29:285',32,0.196177,0.229846,0.62,0.27
5523,'2025/11/05 13:13:29:327',32,0.19593,0.229695,0.62,0.27
5524,'2025/11/05 13:13:29:369',32,0.195506,0.230624,0.62,0.27
5525,'2025/11/05 13:13:29:411',32,0.195487,0.229963,0.62,0.27
5526,'2025/11/05 13:13:29:454',32,0.195555,0.230121,0.62,0.27
5527,'2025/11/05 13:13:29:492',32,0.195418,0.230481,0.62,0.27
5528,'2025/11/05 13:13:29:534',32,0.195481,0.229685,0.62,0.27
5529,'2025/11/05 13:13:29:573',32,0.195603,0.230842,0.62,0.27
5530,'2025/11/05 13:13:29:614',32,0.19566,0.230622,0.62,0.27
5531,'2025/11/05 13:13:29:698',32,0.195344,0.230251,0.62,0.27
5532,'2025/11/05 13:13:29:740',32,0.196153,0.23011,0.62,0.27
5533,'2025/11/05 13:13:29:777',32,0.195823,0.230084,0.62,0.27
5534,'2025/11/05 13:13:29:818',32,0.196166,0.22924,0.62,0.27
5535,'2025/11/05 13:13:29:855',32,0.196565,0.228738,0.62,0.27
5536,'2025/11/05 13:13:29:893',32,0.196768,0.228931,0.62,0.27
5537,'2025/11/05 13:13:29:941',32,0.196676,0.228979,0.62,0.27
5538,'2025/11/05 13:13:29:986',32,0.196852,0.229148,0.62,0.27
5539,'2025/11/05 13:13:30:023',32,0.19694,0.22924,0.62,0.27
5540,'2025/11/05 13:13:30:064',32,0.196941,0.229399,0.62,0.27
5541,'2025/11/05 13:13:30:106',32,0.197157,0.229775,0.62,0.27
5542,'2025/11/05 13:13:30:147',32,0.197028,0.228823,0.62,0.27
5543,'2025/11/05 13:13:30:187',32,0.196828,0.228257,0.62,0.27
5544,'2025/11/05 13:13:30:230',32,0.196971,0.228367,0.62,0.27
5545,'2025/11/05 13:13:30:269',32,0.196951,0.2286,0.62,0.27
5546,'2025/11/05 13:13:30:356',32,0.196893,0.229017,0.62,0.27
5547,'2025/11/05 13:13:30:393',32,0.196771,0.228955,0.62,0.27
5548,'2025/11/05 13:13:30:431',32,0.196431,0.229044,0.62,0.27
5549,'2025/11/05 13:13:30:477',32,0.196786,0.229591,0.62,0.27
5550,'2025/11/05 13:13:30:515',32,0.196986,0.229667,0.62,0.27
5551,'2025/11/05 13:13:30:556',32,0.197128,0.229313,0.62,0.27
5552,'2025/11/05 13:13:30:599',32,0.197076,0.229648,0.62,0.27
5553,'2025/11/05 13:13:30:639',32,0.197423,0.229283,0.62,0.27
5554,'2025/11/05 13:13:30:678',32,0.197408,0.228819,0.62,0.27
5555,'2025/11/05 13:13:30:722',32,0.197485,0.228825,0.62,0.27
5556,'2025/11/05 13:13:30:758',32,0.197902,0.228853,0.62,0.27
5557,'2025/11/05 13:13:30:806',32,0.197872,0.22952,0.62,0.27
5558,'2025/11/05 13:13:30:841',32,0.19822,0.229012,0.62,0.27
5559,'2025/11/05 13:13:30:884',32,0.19814,0.228914,0.62,0.27
5560,'2025/11/05 13:13:30:923',32,0.19811,0.229033,0.62,0.27
5561,'2025/11/05 13:13:31:005',32,0.198539,0.22891,0.62,0.27
5562,'2025/11/05 13:13:31:047',32,0.198331,0.229303,0.62,0.27
5563,'2025/11/05 13:13:31:088',32,0.198319,0.22935,0.62,0.27
5564,'2025/11/05 13:13:31:131',32,0.19862,0.228919,0.62,0.27
5565,'2025/11/05 13:13:31:171',32,0.198896,0.229271,0.62,0.27
5566,'2025/11/05 13:13:31:213',32,0.198502,0.229458,0.62,0.27
5567,'2025/11/05 13:13:31:252',32,0.198685,0.229165,0.62,0.27
5568,'2025/11/05 13:13:31:294',32,0.198772,0.229547,0.62,0.27
5569,'2025/11/05 13:13:31:335',32,0.198592,0.229415,0.62,0.27
5570,'2025/11/05 13:13:31:377',32,0.198554,0.229606,0.62,0.27
5571,'2025/11/05 13:13:31:417',32,0.198753,0.229178,0.62,0.27
5572,'2025/11/05 13:13:31:459',32,0.198815,0.229604,0.62,0.27
5573,'2025/11/05 13:13:31:500',32,0.198651,0.229294,0.62,0.27
5574,'2025/11/05 13:13:31:537',32,0.197866,0.229299,0.62,0.27
5575,'2025/11/05 13:13:31:623',32,0.198369,0.229403,0.62,0.27
5576,'2025/11/05 13:13:31:662',32,0.197994,0.229244,0.62,0.27
5577,'2025/11/05 13:13:31:705',32,0.198002,0.229729,0.62,0.27
5578,'2025/11/05 13:13:31:745',32,0.19783,0.229701,0.62,0.27
5579,'2025/11/05 13:13:31:785',32,0.198019,0.22918,0.62,0.27
5580,'2025/11/05 13:13:31:825',32,0.198088,0.22882,0.62,0.27
5581,'2025/11/05 13:13:31:868',32,0.19798,0.229142,0.62,0.27
5582,'2025/11/05 13:13:31:911',32,0.198138,0.229623,0.62,0.27
5583,'2025/11/05 13:13:31:951',32,0.19813,0.229795,0.62,0.27
5584,'2025/11/05 13:13:31:994',32,0.198048,0.229669,0.62,0.27
5585,'2025/11/05 13:13:32:031',32,0.19829,0.229463,0.62,0.27
5586,'2025/11/05 13:13:32:073',32,0.198193,0.22983,0.62,0.27
5587,'2025/11/05 13:13:32:114',32,0.198564,0.230316,0.62,0.27
5588,'2025/11/05 13:13:32:156',32,0.198564,0.230676,0.62,0.27
5589,'2025/11/05 13:13:32:196',32,0.198479,0.23045,0.62,0.27
5590,'2025/11/05 13:13:32:281',32,0.198569,0.230315,0.62,0.27
5591,'2025/11/05 13:13:32:320',32,0.19847,0.230924,0.62,0.27
5592,'2025/11/05 13:13:32:361',32,0.198083,0.230513,0.62,0.27
5593,'2025/11/05 13:13:32:401',32,0.19792,0.230459,0.62,0.27
5594,'2025/11/05 13:13:32:441',32,0.197913,0.23033,0.62,0.27
5595,'2025/11/05 13:13:32:485',32,0.19818,0.23112,0.62,0.27
5596,'2025/11/05 13:13:32:520',32,0.19819,0.231768,0.62,0.27
5597,'2025/11/05 13:13:32:565',32,0.19833,0.231127,0.62,0.27
5598,'2025/11/05 13:13:32:602',32,0.198236,0.230507,0.62,0.27
5599,'2025/11/05 13:13:32:648',32,0.198293,0.230314,0.62,0.27
5600,'2025/11/05 13:13:32:688',32,0.198592,0.230161,0.62,0.27
5601,'2025/11/05 13:13:32:728',32,0.1983,0.230258,0.62,0.27
5602,'2025/11/05 13:13:32:769',32,0.198376,0.229761,0.62,0.27
5603,'2025/11/05 13:13:32:812',32,0.198451,0.229375,0.62,0.27
5604,'2025/11/05 13:13:32:852',32,0.198472,0.230114,0.62,0.27
5605,'2025/11/05 13:13:32:939',32,0.198692,0.229607,0.62,0.27
5606,'2025/11/05 13:13:32:975',32,0.198875,0.229921,0.62,0.27
5607,'2025/11/05 13:13:33:015',32,0.198951,0.229776,0.62,0.27
5608,'2025/11/05 13:13:33:056',32,0.199002,0.230375,0.62,0.27
5609,'2025/11/05 13:13:33:098',32,0.199367,0.229798,0.62,0.27
5610,'2025/11/05 13:13:33:140',32,0.199746,0.230241,0.62,0.27
5611,'2025/11/05 13:13:33:181',32,0.19981,0.230335,0.62,0.27
5612,'2025/11/05 13:13:33:220',32,0.200018,0.230289,0.62,0.27
5613,'2025/11/05 13:13:33:264',32,0.199941,0.229992,0.62,0.27
5614,'2025/11/05 13:13:33:304',32,0.20006,0.230316,0.62,0.27
5615,'2025/11/05 13:13:33:344',32,0.200156,0.230497,0.62,0.27
5616,'2025/11/05 13:13:33:384',32,0.199999,0.230472,0.62,0.27
5617,'2025/11/05 13:13:33:427',32,0.200413,0.230205,0.62,0.27
5618,'2025/11/05 13:13:33:465',32,0.199926,0.230434,0.62,0.27
5619,'2025/11/05 13:13:33:510',32,0.2,0.230105,0.62,0.27
5620,'2025/11/05 13:13:33:592',32,0.199856,0.230541,0.62,0.27
5621,'2025/11/05 13:13:33:631',32,0.199804,0.230626,0.62,0.27
5622,'2025/11/05 13:13:33:670',32,0.199635,0.231334,0.62,0.27
5623,'2025/11/05 13:13:33:717',32,0.199403,0.231539,0.62,0.27
5624,'2025/11/05 13:13:33:753',32,0.199508,0.230582,0.62,0.27
5625,'2025/11/05 13:13:33:796',32,0.199711,0.230932,0.62,0.27
5626,'2025/11/05 13:13:33:837',32,0.199478,0.230042,0.62,0.27
5627,'2025/11/05 13:13:33:879',32,0.199299,0.230513,0.62,0.27
5628,'2025/11/05 13:13:33:918',32,0.199462,0.230383,0.62,0.27
5629,'2025/11/05 13:13:33:959',32,0.199119,0.230041,0.62,0.27
5630,'2025/11/05 13:13:34:001',32,0.19876,0.230506,0.62,0.27
5631,'2025/11/05 13:13:34:042',32,0.199174,0.23026,0.62,0.27
5632,'2025/11/05 13:13:34:081',32,0.199121,0.23005,0.62,0.27
5633,'2025/11/05 13:13:34:124',32,0.198917,0.230051,0.62,0.27
5634,'2025/11/05 13:13:34:200',32,0.198674,0.230004,0.62,0.27
5635,'2025/11/05 13:13:34:247',32,0.199077,0.230349,0.62,0.27
5636,'2025/11/05 13:13:34:287',32,0.199114,0.230865,0.62,0.27
5637,'2025/11/05 13:13:34:324',32,0.19847,0.230897,0.62,0.27
5638,'2025/11/05 13:13:34:373',32,0.197818,0.23037,0.62,0.27
5639,'2025/11/05 13:13:34:409',32,0.197965,0.230727,0.62,0.27
5640,'2025/11/05 13:13:34:450',32,0.198108,0.230529,0.62,0.27
5641,'2025/11/05 13:13:34:495',32,0.197926,0.230919,0.62,0.27
5642,'2025/11/05 13:13:34:534',32,0.197646,0.230783,0.62,0.27
5643,'2025/11/05 13:13:34:574',32,0.197451,0.230996,0.62,0.27
5644,'2025/11/05 13:13:34:618',32,0.197663,0.230893,0.62,0.27
5645,'2025/11/05 13:13:34:655',32,0.197287,0.230281,0.62,0.27
5646,'2025/11/05 13:13:34:698',32,0.197635,0.230616,0.62,0.27
5647,'2025/11/05 13:13:34:736',32,0.1972,0.230444,0.62,0.27
5648,'2025/11/05 13:13:34:779',32,0.197147,0.230545,0.62,0.27
5649,'2025/11/05 13:13:34:864',32,0.19724,0.230772,0.62,0.27
5650,'2025/11/05 13:13:34:900',32,0.196895,0.230157,0.62,0.27
5651,'2025/11/05 13:13:34:942',32,0.196827,0.230761,0.62,0.27
5652,'2025/11/05 13:13:34:985',32,0.196822,0.230225,0.62,0.27
5653,'2025/11/05 13:13:35:025',32,0.196557,0.23036,0.62,0.27
5654,'2025/11/05 13:13:35:067',32,0.196491,0.229906,0.62,0.27
5655,'2025/11/05 13:13:35:107',32,0.196505,0.229514,0.62,0.27
5656,'2025/11/05 13:13:35:147',32,0.196524,0.229278,0.62,0.27
5657,'2025/11/05 13:13:35:190',32,0.196762,0.229909,0.62,0.27
5658,'2025/11/05 13:13:35:229',32,0.197327,0.229929,0.62,0.27
5659,'2025/11/05 13:13:35:271',32,0.197081,0.230032,0.62,0.27
5660,'2025/11/05 13:13:35:313',32,0.197217,0.229579,0.62,0.27
5661,'2025/11/05 13:13:35:353',32,0.196904,0.229993,0.62,0.27
5662,'2025/11/05 13:13:35:394',32,0.197391,0.230276,0.62,0.27
5663,'2025/11/05 13:13:35:481',32,0.197158,0.229968,0.62,0.27
5664,'2025/11/05 13:13:35:516',32,0.197392,0.229819,0.62,0.27
5665,'2025/11/05 13:13:35:556',32,0.197248,0.230096,0.62,0.27
5666,'2025/11/05 13:13:35:600',32,0.197251,0.229211,0.62,0.27
5667,'2025/11/05 13:13:35:641',32,0.197812,0.229492,0.62,0.27
5668,'2025/11/05 13:13:35:681',32,0.19752,0.229501,0.62,0.27
5669,'2025/11/05 13:13:35:723',32,0.197613,0.229672,0.62,0.27
5670,'2025/11/05 13:13:35:762',32,0.19777,0.229781,0.62,0.27
5671,'2025/11/05 13:13:35:802',32,0.197535,0.229518,0.62,0.27
5672,'2025/11/05 13:13:35:846',32,0.197682,0.230146,0.62,0.27
5673,'2025/11/05 13:13:35:886',32,0.197817,0.229686,0.62,0.27
5674,'2025/11/05 13:13:35:928',32,0.197372,0.229233,0.62,0.27
5675,'2025/11/05 13:13:35:970',32,0.197289,0.22972,0.62,0.27
5676,'2025/11/05 13:13:36:010',32,0.197163,0.22938,0.62,0.27
5677,'2025/11/05 13:13:36:051',32,0.197338,0.229544,0.62,0.27
5678,'2025/11/05 13:13:36:129',32,0.197166,0.22975,0.62,0.27
5679,'2025/11/05 13:13:36:170',32,0.196971,0.229619,0.62,0.27
5680,'2025/11/05 13:13:36:212',32,0.196883,0.2295,0.62,0.27
5681,'2025/11/05 13:13:41:992',33,0.026674,0.197838,0.62,0.22
5682,'2025/11/05 13:13:42:037',33,0.026212,0.198387,0.62,0.22
5683,'2025/11/05 13:13:42:078',33,0.026007,0.199103,0.62,0.22
