@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
6415,'2025/11/05 13:15:39:050',38,0.897229,0.00597,0.67,0.63
6416,'2025/11/05 13:15:39:092',38,0.898389,0.009262,0.67,0.63
6417,'2025/11/05 13:15:39:131',38,0.898208,0.00858,0.67,0.63
6418,'2025/11/05 13:15:39:176',38,0.898403,0.007742,0.67,0.63
6419,'2025/11/05 13:15:39:215',38,0.897533,0.009366,0.67,0.63
6420,'2025/11/05 13:15:39:257',38,0.897375,0.007812,0.67,0.63
6421,'2025/11/05 13:15:39:297',38,0.89784,0.00998,0.67,0.63
6422,'2025/11/05 13:15:39:339',38,0.898495,0.008266,0.67,0.63
6423,'2025/11/05 13:15:39:421',38,0.898358,0.009305,0.67,0.63
6424,'2025/11/05 13:15:39:460',38,0.898131,0.010036,0.67,0.63
6425,'2025/11/05 13:15:39:500',38,0.898539,0.008735,0.67,0.63
6426,'2025/11/05 13:15:39:542',38,0.897848,0.008161,0.67,0.63
6427,'2025/11/05 13:15:39:581',38,0.898182,0.008534,0.67,0.63
6428,'2025/11/05 13:15:39:623',38,0.897489,0.008407,0.67,0.63
6429,'2025/11/05 13:15:39:655',38,0.898943,0.007647,0.67,0.63
6430,'2025/11/05 13:15:39:707',38,0.898583,0.009174,0.67,0.63
6431,'2025/11/05 13:15:39:742',38,0.899072,0.008698,0.67,0.63
6432,'2025/11/05 13:15:39:785',38,0.897643,0.009467,0.67,0.63
6433,'2025/11/05 13:15:39:830',38,0.899989,0.008871,0.67,0.63
6434,'2025/11/05 13:15:39:872',38,0.89909,0.009605,0.67,0.63
6435,'2025/11/05 13:15:39:911',38,0.898338,0.008619,0.67,0.63
6436,'2025/11/05 13:15:39:954',38,0.898754,0.010657,0.67,0.63
6437,'2025/11/05 13:15:39:996',38,0.899216,0.008847,0.67,0.63
6438,'2025/11/05 13:15:40:078',38,0.899917,0.010148,0.67,0.63
6439,'2025/11/05 13:15:40:117',38,0.900712,0.009211,0.67,0.63
6440,'2025/11/05 13:15:40:160',38,0.900114,0.010077,0.67,0.63
6441,'2025/11/05 13:15:40:198',38,0.899962,0.009781,0.67,0.63
6442,'2025/11/05 13:15:40:237',38,0.899287,0.00909,0.67,0.63
6443,'2025/11/05 13:15:40:282',38,0.900723,0.008471,0.67,0.63
6444,'2025/11/05 13:15:40:320',38,0.90075,0.011028,0.67,0.63
6445,'2025/11/05 13:15:40:363',38,0.90018,0.009715,0.67,0.63
6446,'2025/11/05 13:15:40:404',38,0.900891,0.011458,0.67,0.63
6447,'2025/11/05 13:15:40:443',38,0.901638,0.010395,0.67,0.63
6448,'2025/11/05 13:15:40:485',38,0.900464,0.011043,0.67,0.63
6449,'2025/11/05 13:15:40:526',38,0.901473,0.009635,0.67,0.63
6450,'2025/11/05 13:15:40:568',38,0.901191,0.010485,0.67,0.63
6451,'2025/11/05 13:15:40:608',38,0.901326,0.010068,0.67,0.63
6452,'2025/11/05 13:15:40:650',38,0.901579,0.010033,0.67,0.63
6453,'2025/11/05 13:15:40:691',38,0.90207,0.009033,0.67,0.63
6454,'2025/11/05 13:15:40:776',38,0.901971,0.010957,0.67,0.63
6455,'2025/11/05 13:15:40:815',38,0.900966,0.009204,0.67,0.63
6456,'2025/11/05 13:15:40:853',38,0.900841,0.010862,0.67,0.63
6457,'2025/11/05 13:15:40:898',38,0.899719,0.01281,0.67,0.63
6458,'2025/11/05 13:15:40:933',38,0.900135,0.009621,0.67,0.63
6459,'2025/11/05 13:15:40:976',38,0.899975,0.009644,0.67,0.63
6460,'2025/11/05 13:15:41:019',38,0.90094,0.008939,0.67,0.63
6461,'2025/11/05 13:15:41:059',38,0.90049,0.012868,0.67,0.63
6462,'2025/11/05 13:15:41:101',38,0.901371,0.010335,0.67,0.63
6463,'2025/11/05 13:15:41:141',38,0.900546,0.010112,0.67,0.63
6464,'2025/11/05 13:15:41:184',38,0.899467,0.009843,0.67,0.63
6465,'2025/11/05 13:15:41:222',38,0.901077,0.011196,0.67,0.63
6466,'2025/11/05 13:15:41:264',38,0.899942,0.008133,0.67,0.63
6467,'2025/11/05 13:15:41:304',38,0.899779,0.011223,0.67,0.63
6468,'2025/11/05 13:15:41:349',38,0.899587,0.010341,0.67,0.63
6469,'2025/11/05 13:15:41:430',38,0.900132,0.01176,0.67,0.63
6470,'2025/11/05 13:15:41:469',38,0.899817,0.00848,0.67,0.63
6471,'2025/11/05 13:15:41:507',38,0.900321,0.010401,0.67,0.63
6472,'2025/11/05 13:15:41:553',38,0.900248,0.010946,0.67,0.63
6473,'2025/11/05 13:15:41:590',38,0.897951,0.008229,0.67,0.63
6474,'2025/11/05 13:15:41:635',38,0.899135,0.01201,0.67,0.63
6475,'2025/11/05 13:15:41:673',38,0.89954,0.012252,0.67,0.63
6476,'2025/11/05 13:15:41:715',38,0.898636,0.009991,0.67,0.63
6477,'2025/11/05 13:15:41:757',38,0.898576,0.01192,0.67,0.63
6478,'2025/11/05 13:15:41:797',38,0.898939,0.012639,0.67,0.63
6479,'2025/11/05 13:15:41:840',38,0.898184,0.010551,0.67,0.63
6480,'2025/11/05 13:15:41:880',38,0.898536,0.010445,0.67,0.63
6481,'2025/11/05 13:15:41:919',38,0.898424,0.009658,0.67,0.63
6482,'2025/11/05 13:15:41:961',38,0.89789,0.010371,0.67,0.63
6483,'2025/11/05 13:15:42:005',38,0.898878,0.010329,0.67,0.63
6484,'2025/11/05 13:15:42:044',38,0.897795,0.011372,0.67,0.63
6485,'2025/11/05 13:15:42:128',38,0.897713,0.012482,0.67,0.63
6486,'2025/11/05 13:15:42:166',38,0.898109,0.010728,0.67,0.63
6487,'2025/11/05 13:15:42:207',38,0.898424,0.010351,0.67,0.63
6488,'2025/11/05 13:15:42:247',38,0.898568,0.010137,0.67,0.63
6489,'2025/11/05 13:15:42:289',38,0.899148,0.010802,0.67,0.63
6490,'2025/11/05 13:15:42:330',38,0.898911,0.012254,0.67,0.63
6491,'2025/11/05 13:15:42:368',38,0.898357,0.011009,0.67,0.63
6492,'2025/11/05 13:15:42:412',38,0.898222,0.011495,0.67,0.63
6493,'2025/11/05 13:15:42:455',38,0.898736,0.013099,0.67,0.63
6494,'2025/11/05 13:15:42:495',38,0.899069,0.010938,0.67,0.63
6495,'2025/11/05 13:15:42:535',38,0.89825,0.008384,0.67,0.63
6496,'2025/11/05 13:15:42:576',38,0.897663,0.012537,0.67,0.63
6497,'2025/11/05 13:15:42:619',38,0.898917,0.010966,0.67,0.63
6498,'2025/11/05 13:15:42:658',38,0.898417,0.009831,0.67,0.63
6499,'2025/11/05 13:15:42:699',38,0.896887,0.012482,0.67,0.63
6500,'2025/11/05 13:15:42:785',38,0.897851,0.011857,0.67,0.63
6501,'2025/11/05 13:15:42:824',38,0.897771,0.011104,0.67,0.63
6502,'2025/11/05 13:15:42:860',38,0.896306,0.008604,0.67,0.63
6503,'2025/11/05 13:15:42:904',38,0.898075,0.010376,0.67,0.63
6504,'2025/11/05 13:15:42:946',38,0.896485,0.009755,0.67,0.63
6505,'2025/11/05 13:15:42:985',38,0.897586,0.009193,0.67,0.63
6506,'2025/11/05 13:15:43:029',38,0.89743,0.010361,0.67,0.63
6507,'2025/11/05 13:15:43:069',38,0.898643,0.010336,0.67,0.63
6508,'2025/11/05 13:15:43:103',38,0.898927,0.011205,0.67,0.63
6509,'2025/11/05 13:15:43:151',38,0.898906,0.00977,0.67,0.63
6510,'2025/11/05 13:15:43:194',38,0.898239,0.010123,0.67,0.63
6511,'2025/11/05 13:15:43:231',38,0.898228,0.010581,0.67,0.63
6512,'2025/11/05 13:15:43:274',38,0.896734,0.011208,0.67,0.63
6513,'2025/11/05 13:15:43:314',38,0.898643,0.012143,0.67,0.63
6514,'2025/11/05 13:15:43:357',38,0.898009,0.013222,0.67,0.63
6515,'2025/11/05 13:15:43:396',38,0.898374,0.008966,0.67,0.63
6516,'2025/11/05 13:15:43:483',38,0.89833,0.010091,0.67,0.63
6517,'2025/11/05 13:15:43:518',38,0.897984,0.010934,0.67,0.63
6518,'2025/11/05 13:15:43:560',38,0.898115,0.010055,0.67,0.63
